Вектор Мощи,Скорость перехода через портал,Приток Силы Потока,Ритм магического ядра,Поток Энергий,Сила Левого Потока,Сила Правого Потока,Пламя Стихий,Приток давления Выдоха Истока,Давление выдоха Истока,Печать Чародея,Эмульсия Истока,Дыхание Истока,Гармония Бессмертия,Тип Вектора Мощи
4.161,6.17328,14721.701,162.04973697722383,7767.511,113.759,113.759,637.118,1.659,8.894,17.031,0.337,0.974,0.99,Ниже среднего
5.14,,21631.123,201.51547108917,8485.244,175.265,175.265,704.082,2.082,11.062,24.956,0.494,0.974,0.99,Выше среднего
6.175,,29790.295,241.6382169447369,8817.863,246.182,246.182,771.17,2.506,13.197,34.055,0.674,0.974,0.99,Выше среднего
7.148,,38990.442,280.447462911838,9128.175,332.252,332.252,823.034,2.971,15.502,43.803,0.867,0.974,0.99,Сильный
8.206,12.34656,50994.202,323.3231864097456,9310.218,438.09,438.09,920.23,3.581,18.4,60.035,1.189,0.974,0.99,Сильный
9.3,13.88988,72772.195,372.8458916441186,9762.853,644.818,644.818,1074.925,4.51,22.56,89.084,1.763,0.974,0.99,Сильный
1.138,1.54332,1938.178,146.7696586286938,6700.952,10.499,10.499,490.903,1.167,6.248,0.0,0.115,0.974,0.991,Слабый
2.088,3.08664,3919.547,145.40463662070903,6822.904,30.391,30.391,522.219,1.241,6.646,0.0,0.152,0.974,0.991,Слабый
3.144,4.6299600000000005,8377.929,145.2201204121882,7098.018,60.346,60.346,582.04,1.39,7.468,12.14,0.24,0.974,0.991,Ниже среднего
4.161,6.17328,14721.792,162.04973697722383,7769.499,113.777,113.777,636.258,1.659,8.885,16.989,0.336,0.974,0.991,Ниже среднего
5.14,7.7166,21631.497,201.51557580892512,8486.153,175.255,175.255,703.134,2.082,11.051,24.901,0.493,0.974,0.991,Выше среднего
6.175,,29790.605,241.6361225496345,8818.885,246.251,246.251,770.091,2.505,13.183,33.983,0.673,0.974,0.991,Выше среднего
7.148,10.80324,38990.062,280.44767235134816,9128.679,332.174,332.174,822.029,2.97,15.485,43.723,0.866,0.974,0.991,Сильный
8.206,12.34656,50994.153,323.3229769702354,9310.631,438.021,438.021,919.196,3.581,18.38,59.939,1.187,0.974,0.991,Сильный
9.3,13.88988,72773.446,372.8455774848532,9763.684,644.894,644.894,1074.067,4.508,22.533,88.98,1.761,0.974,0.991,Сильный
1.138,1.54332,2759.978,147.94210100701352,6711.672,11.183,11.183,514.817,1.2,6.422,0.0,0.143,0.974,0.992,Слабый
2.088,3.08664,4172.897,145.6420363055653,6826.801,30.821,30.821,528.427,1.25,6.694,0.0,0.16,0.974,0.992,Слабый
3.144,4.6299600000000005,8377.947,145.2202251319433,7100.562,60.343,60.343,581.249,1.39,7.461,12.107,0.24,0.974,0.992,Ниже среднего
4.161,6.17328,14721.803,162.04984169697894,7771.482,113.757,113.757,635.399,1.659,8.876,16.948,0.335,0.974,0.992,Ниже среднего
5.14,7.7166,21631.852,201.51568052868024,8487.061,175.254,175.254,702.188,2.081,11.04,24.846,0.492,0.974,0.992,Выше среднего
6.175,9.25992,29790.975,241.634761192818,8819.91,246.19,246.19,769.015,2.505,13.17,33.912,0.671,0.974,0.992,Выше среднего
7.148,10.80324,38989.635,280.44777707110336,9129.182,332.18,332.18,821.025,2.969,15.468,43.643,0.864,0.974,0.992,Сильный
8.206,12.34656,50994.072,323.3229769702354,9311.044,438.044,438.044,918.166,3.58,18.359,59.842,1.185,0.974,0.992,Сильный
9.3,13.88988,72774.092,372.845368045343,9764.501,644.936,644.936,1073.208,4.507,22.506,88.876,1.759,0.974,0.992,Сильный
1.138,1.54332,3733.111,148.25762162918906,6716.888,11.386,11.386,542.935,1.235,6.616,0.0,0.177,0.974,0.993,Слабый
2.088,3.08664,4142.387,145.61082981853963,6829.156,30.764,30.764,526.832,1.249,6.685,0.0,0.158,0.974,0.993,Слабый
3.144,4.6299600000000005,8378.136,145.2203298516984,7103.119,60.348,60.348,580.462,1.389,7.454,12.074,0.239,0.974,0.993,Ниже среднего
4.161,6.17328,14721.965,162.04994641673406,7773.48,113.776,113.776,634.544,1.659,8.868,16.906,0.335,0.974,0.993,Ниже среднего
5.14,7.7166,21631.953,201.5158899681905,8487.963,175.27,175.27,701.242,2.081,11.029,24.791,0.491,0.974,0.993,Выше среднего
6.175,,29791.329,241.6331903964912,8820.935,246.232,246.232,767.941,2.505,13.156,33.841,0.67,0.974,0.993,Выше среднего
7.148,10.80324,38989.223,280.44777707110336,9129.685,332.173,332.173,820.025,2.969,15.451,43.564,0.863,0.974,0.993,Сильный
8.206,,50994.011,323.3227675307252,9311.456,437.956,437.956,917.138,3.579,18.339,59.746,1.183,0.974,0.993,Сильный
9.3,13.88988,72774.814,372.8457869243635,9765.317,645.135,645.135,1072.353,4.506,22.48,88.773,1.757,0.974,0.993,Сильный
1.138,1.54332,4872.02,147.63747123937043,6716.261,11.036,11.036,575.279,1.271,6.811,0.0,0.216,0.974,0.994,Слабый
2.088,3.08664,4500.915,145.858806198663,6833.088,31.223,31.223,535.772,1.261,6.75,0.0,0.17,0.974,0.994,Слабый
3.144,4.6299600000000005,8378.217,145.2203298516984,7105.669,60.35,60.35,579.675,1.389,7.447,12.041,0.238,0.974,0.994,Ниже среднего
4.161,6.17328,14721.986,162.04994641673406,7775.468,113.759,113.759,633.689,1.659,8.859,16.864,0.334,0.974,0.994,Ниже среднего
5.14,7.7166,21632.06,201.51609940770075,8488.865,175.308,175.308,700.299,2.081,11.018,24.737,0.49,0.974,0.994,Выше среднего
6.175,9.25992,29791.658,241.63151488040927,8821.958,246.242,246.242,766.872,2.504,13.143,33.77,0.669,0.974,0.994,Выше среднего
7.148,10.80324,38988.732,280.4480912303687,9130.187,332.15,332.15,819.026,2.968,15.435,43.484,0.861,0.974,0.994,Сильный
8.206,12.34656,50993.987,323.3224533714598,9311.868,438.097,438.097,916.115,3.578,18.318,59.651,1.181,0.974,0.994,Сильный
9.3,13.88988,72774.873,372.8462058033839,9766.119,644.82,644.82,1071.496,4.505,22.453,88.669,1.755,0.974,0.994,Сильный
1.138,1.54332,5690.816,146.75939609269207,6713.915,10.536,10.536,597.218,1.295,6.945,0.0,0.243,0.974,0.995,Слабый
2.088,3.08664,4424.854,145.8208976473097,6835.407,31.159,31.159,533.186,1.258,6.727,0.0,0.167,0.974,0.995,Слабый
3.144,4.6299600000000005,8378.309,145.22043457145355,7108.221,60.35,60.35,578.89,1.389,7.44,12.008,0.238,0.974,0.995,Ниже среднего
4.161,6.17328,14722.079,162.0500511364892,7777.463,113.78,113.78,632.837,1.658,8.85,16.823,0.333,0.974,0.995,Ниже среднего
5.14,7.7166,21632.13,201.5163088472109,8489.766,175.263,175.263,699.358,2.08,11.006,24.682,0.489,0.974,0.995,Выше среднего
6.175,9.25992,29791.952,241.62983936432727,8822.979,246.273,246.273,765.805,2.504,13.129,33.7,0.667,0.974,0.995,Выше среднего
7.148,10.80324,38988.38,280.4480912303687,9130.689,332.272,332.272,818.031,2.968,15.418,43.405,0.859,0.974,0.995,Сильный
8.206,,50993.889,323.3225580912149,9312.279,438.045,438.045,915.094,3.577,18.298,59.555,1.179,0.974,0.995,Сильный
9.3,13.88988,72775.75,372.8467294021595,9766.929,644.923,644.923,1070.647,4.504,22.426,88.565,1.753,0.974,0.995,Сильный
1.138,1.54332,6743.893,144.95465583295984,6706.117,9.521,9.521,627.05,1.322,7.098,0.0,0.281,0.974,0.996,Слабый
2.088,3.08664,4647.352,145.922685249286,6838.43,31.351,31.351,538.201,1.266,6.761,0.0,0.174,0.974,0.996,Слабый
3.144,,8378.425,145.22043457145355,7110.775,60.348,60.348,578.106,1.389,7.433,11.975,0.237,0.974,0.996,Ниже среднего
4.161,6.17328,14722.165,162.0501558562443,7779.459,113.771,113.771,631.988,1.658,8.841,16.782,0.332,0.974,0.996,Ниже среднего
5.14,7.7166,21632.592,201.5164135669661,8490.678,175.282,175.282,698.422,2.08,10.995,24.627,0.487,0.974,0.996,Выше среднего
6.175,9.25992,29792.331,241.62879216677612,8824.006,246.208,246.208,764.741,2.504,13.116,33.629,0.666,0.974,0.996,Выше среднего
7.148,10.80324,38987.988,280.4483006698789,9131.191,332.143,332.143,817.039,2.967,15.401,43.326,0.858,0.974,0.996,Сильный
8.206,12.34656,50993.837,323.32234865170466,9312.689,438.092,438.092,914.076,3.577,18.278,59.46,1.177,0.974,0.996,Сильный
9.3,13.88988,72777.042,372.8457869243635,9767.737,645.124,645.124,1069.801,4.502,22.4,88.463,1.751,0.974,0.996,Сильный
1.138,1.54332,7129.201,141.51262220193175,6687.976,7.618,7.618,645.765,1.323,7.118,16.433,0.315,0.974,0.997,Слабый
2.088,3.08664,4711.263,145.94446695835086,6841.11,31.385,31.385,539.523,1.268,6.767,0.0,0.175,0.974,0.997,Слабый
3.144,4.6299600000000005,8378.486,145.22053929120867,7113.325,60.346,60.346,577.324,1.389,7.426,11.942,0.236,0.974,0.997,Ниже среднего
4.161,6.17328,14722.29,162.0501558562443,7781.461,113.768,113.768,631.14,1.658,8.832,16.74,0.331,0.974,0.997,Ниже среднего
5.14,7.7166,21632.503,201.51662300647635,8491.575,175.312,175.312,697.485,2.08,10.984,24.573,0.486,0.974,0.997,Выше среднего
6.175,9.25992,29792.603,241.62701193093912,8825.026,246.215,246.215,763.681,2.503,13.103,33.559,0.664,0.974,0.997,Выше среднего
7.148,10.80324,38987.569,280.4483006698789,9131.693,332.203,332.203,816.049,2.966,15.385,43.247,0.856,0.974,0.997,Сильный
8.206,12.34656,50993.794,323.3220344924393,9313.098,437.997,437.997,913.061,3.576,18.258,59.365,1.175,0.974,0.997,Сильный
9.3,13.88988,72777.358,372.8467294021595,9768.531,644.913,644.913,1068.953,4.501,22.374,88.36,1.749,0.974,0.997,Сильный
1.138,,6432.101,139.61394832185718,6678.533,6.605,6.605,631.678,1.299,6.98,24.629,0.303,0.974,0.998,Слабый
2.088,3.08664,4880.456,145.98876341476645,6843.822,31.473,31.473,543.405,1.273,6.789,0.0,0.18,0.974,0.998,Слабый
3.144,4.6299600000000005,8378.625,145.22053929120867,7115.882,60.346,60.346,576.544,1.389,7.418,11.909,0.236,0.974,0.998,Ниже среднего
4.161,6.17328,14722.341,162.0502605759994,7783.458,113.781,113.781,630.294,1.658,8.824,16.699,0.331,0.974,0.998,Ниже среднего
5.14,,21632.632,201.51683244598647,8492.479,175.262,175.262,696.551,2.08,10.973,24.518,0.485,0.974,0.998,Выше среднего
6.175,9.25992,29792.91,241.62565057412257,8826.06,246.287,246.287,762.625,2.503,13.089,33.489,0.663,0.974,0.998,Выше среднего
7.148,10.80324,38987.158,280.44840538963405,9132.194,332.189,332.189,815.061,2.966,15.368,43.169,0.855,0.974,0.998,Сильный
8.206,12.34656,50993.747,323.32182505292906,9313.506,438.092,438.092,912.05,3.575,18.237,59.271,1.173,0.974,0.998,Сильный
9.3,13.88988,72778.558,372.8463105231391,9769.331,645.094,645.094,1068.112,4.5,22.347,88.258,1.747,0.974,0.998,Сильный
1.138,1.54332,5049.883,138.0404292814292,6670.39,5.779,5.779,598.882,1.255,6.74,30.462,0.267,0.974,0.999,Слабый
2.088,3.08664,4927.887,145.9868784591743,6846.305,31.476,31.476,543.886,1.275,6.789,0.0,0.181,0.974,0.999,Слабый
3.144,4.6299600000000005,8378.705,145.2206440109638,7118.435,60.356,60.356,575.766,1.389,7.411,11.876,0.235,0.974,0.999,Ниже среднего
4.161,6.17328,14722.408,162.0502605759994,7785.458,113.784,113.784,629.45,1.657,8.815,16.658,0.33,0.974,0.999,Ниже среднего
5.14,,21632.606,201.5170418854968,8493.379,175.265,175.265,695.619,2.079,10.962,24.464,0.484,0.974,0.999,Выше среднего
6.175,9.25992,29793.164,241.62397505804063,8827.092,246.265,246.265,761.573,2.503,13.076,33.419,0.662,0.974,0.999,Выше среднего
7.148,,38986.752,280.4486148291443,9132.695,332.132,332.132,814.077,2.965,15.352,43.09,0.853,0.974,0.999,Сильный
8.206,,50993.658,323.321720333174,9313.914,438.067,438.067,911.042,3.574,18.217,59.176,1.172,0.974,0.999,Сильный
9.3,13.88988,72778.644,372.8462058033839,9770.111,645.049,645.049,1067.267,4.499,22.321,88.156,1.745,0.974,0.999,Сильный
1.138,1.54332,2806.66,137.34016827894402,6666.2,5.397,5.397,538.087,1.184,6.336,30.525,0.195,0.974,1.0,Слабый
2.088,3.08664,5362.301,145.98656429990896,6848.73,31.485,31.485,554.897,1.288,6.862,0.0,0.195,0.974,1.0,Слабый
3.144,4.6299600000000005,8378.799,145.2207487307189,7120.99,60.348,60.348,574.989,1.389,7.404,11.843,0.234,0.974,1.0,Ниже среднего
4.161,6.17328,14722.578,162.05036529575457,7787.468,113.759,113.759,628.609,1.657,8.806,16.617,0.329,0.974,1.0,Ниже среднего
5.14,7.7166,21633.158,201.51714660525192,8494.294,175.309,175.309,694.693,2.079,10.951,24.41,0.483,0.974,1.0,Выше среднего
6.175,,29793.466,241.6222995419588,8828.125,246.25,246.25,760.524,2.502,13.063,33.349,0.66,0.974,1.0,Выше среднего
7.148,10.80324,38986.398,280.4486148291443,9133.196,332.142,332.142,813.095,2.965,15.335,43.012,0.852,0.974,1.0,Сильный
8.206,12.34656,50993.585,323.3216156134188,9314.321,438.101,438.101,910.036,3.573,18.197,59.082,1.17,0.974,1.0,Сильный
9.3,13.88988,72780.015,372.8462058033839,9770.906,644.846,644.846,1066.432,4.498,22.295,88.054,1.743,0.974,1.0,Сильный
1.138,1.54332,5759.834,143.60418987093672,6645.179,8.802,8.802,622.703,1.292,7.065,7.855,0.272,0.975,0.975,Слабый
2.088,3.08664,2839.918,142.27718113406038,6761.254,24.842,24.842,510.737,1.198,6.52,12.915,0.143,0.975,0.975,Слабый
3.144,4.6299600000000005,8376.157,145.2191779343921,7055.089,60.322,60.322,594.452,1.392,7.586,12.662,0.251,0.975,0.975,Ниже среднего
4.161,6.17328,14720.226,162.04868977967263,7735.682,113.748,113.748,649.825,1.663,9.031,17.649,0.349,0.975,0.975,Ниже среднего
5.14,7.7166,21628.385,201.5129578150472,8470.8,175.22,175.22,718.103,2.086,11.235,25.772,0.51,0.975,0.975,Выше среднего
6.175,9.25992,29760.918,241.565646154439,8800.552,245.98,245.98,787.082,2.51,13.399,35.094,0.695,0.975,0.975,Выше среднего
7.148,10.80324,38998.602,280.4442165994293,9120.108,332.396,332.396,837.791,2.98,15.762,44.989,0.891,0.975,0.975,Сильный
8.206,12.34656,50990.573,323.3051746118651,9303.329,437.971,437.971,935.459,3.594,18.715,61.471,1.217,0.975,0.975,Сильный
9.3,13.88988,72759.314,372.8412839748933,9748.84,644.994,644.994,1087.053,4.529,22.974,90.603,1.794,0.975,0.975,Сильный
1.138,1.54332,5826.541,142.20283010792542,6638.812,8.032,8.032,628.115,1.29,7.057,15.315,0.283,0.975,0.976,Слабый
2.088,3.08664,2796.821,142.76004392491714,6766.714,25.682,25.682,506.572,1.198,6.506,10.198,0.136,0.975,0.976,Слабый
3.144,4.6299600000000005,8376.231,145.2191779343921,7057.624,60.318,60.318,593.636,1.392,7.578,12.628,0.25,0.975,0.976,Ниже среднего
4.161,6.17328,14720.319,162.04879449942777,7737.641,113.745,113.745,648.933,1.662,9.022,17.606,0.349,0.975,0.976,Ниже среднего
5.14,7.7166,21628.609,201.5131672545573,8471.7,175.258,175.258,717.117,2.086,11.223,25.716,0.509,0.975,0.976,Выше среднего
6.175,9.25992,29760.952,241.5651225556634,8801.569,245.994,245.994,785.953,2.51,13.385,35.02,0.693,0.975,0.976,Выше среднего
7.148,10.80324,38997.985,280.4446354784497,9120.615,332.256,332.256,836.743,2.98,15.744,44.906,0.889,0.975,0.976,Сильный
8.206,12.34656,50991.37,323.3085256440289,9303.755,438.079,438.079,934.375,3.593,18.694,61.37,1.215,0.975,0.976,Сильный
9.3,13.88988,72759.92,372.8424358921996,9749.72,644.87,644.87,1086.147,4.527,22.947,90.494,1.791,0.975,0.976,Сильный
1.138,1.54332,5181.374,140.43777863538358,6629.608,7.074,7.074,614.663,1.266,6.925,23.037,0.272,0.975,0.977,Слабый
2.088,3.08664,2807.838,142.96330496960442,6770.502,26.032,26.032,505.345,1.198,6.503,9.248,0.134,0.975,0.977,Слабый
3.144,,8376.357,145.21928265414724,7060.164,60.325,60.325,592.822,1.391,7.571,12.594,0.249,0.975,0.977,Ниже среднего
4.161,6.17328,14720.497,162.04879449942777,7739.609,113.759,113.759,648.043,1.662,9.013,17.563,0.348,0.975,0.977,Ниже среднего
5.14,7.7166,21628.919,201.5132719743125,8472.602,175.236,175.236,716.134,2.086,11.212,25.659,0.508,0.975,0.977,Выше среднего
6.175,9.25992,29761.03,241.56480839639804,8802.589,245.934,245.934,784.827,2.51,13.371,34.946,0.692,0.975,0.977,Выше среднего
7.148,,38997.511,280.4447401982049,9121.123,332.25,332.25,835.699,2.979,15.727,44.824,0.887,0.975,0.977,Сильный
8.206,12.34656,50992.087,323.3115625169274,9304.178,437.957,437.957,933.293,3.592,18.673,61.27,1.213,0.975,0.977,Сильный
9.3,13.88988,72761.445,372.84212173293423,9750.605,645.059,645.059,1085.247,4.526,22.919,90.385,1.789,0.975,0.977,Сильный
1.138,1.54332,4026.562,139.3119365480921,6623.735,6.466,6.466,584.557,1.228,6.7,26.161,0.24,0.975,0.978,Слабый
2.088,3.08664,2819.827,143.06017074309008,6773.608,26.199,26.199,504.624,1.199,6.5,8.677,0.133,0.975,0.978,Слабый
3.144,4.6299600000000005,8376.438,145.21938737390235,7062.7,60.327,60.327,592.009,1.391,7.563,12.56,0.249,0.975,0.978,Ниже среднего
4.161,6.17328,14720.566,162.04879449942777,7741.57,113.763,113.763,647.155,1.662,9.004,17.521,0.347,0.975,0.978,Ниже среднего
5.14,7.7166,21629.165,201.5132719743125,8473.502,175.277,175.277,715.152,2.086,11.2,25.603,0.507,0.975,0.978,Выше среднего
6.175,9.25992,29761.124,241.5655414346839,8803.613,245.981,245.981,783.705,2.509,13.357,34.873,0.69,0.975,0.978,Выше среднего
7.148,10.80324,38996.982,280.44494963771507,9121.63,332.333,332.333,834.657,2.979,15.71,44.742,0.886,0.975,0.978,Сильный
8.206,12.34656,50992.698,323.31407579105024,9304.599,438.093,438.093,932.215,3.592,18.652,61.17,1.211,0.975,0.978,Сильный
9.3,,72762.562,372.8426453317099,9751.481,644.794,644.794,1084.348,4.525,22.892,90.277,1.787,0.975,0.978,Сильный
1.138,1.54332,2706.698,138.9663613561972,6622.351,6.27,6.27,545.8,1.184,6.45,26.222,0.194,0.975,0.979,Слабый
2.088,3.08664,2866.28,143.37380640967345,6778.037,26.753,26.753,504.002,1.201,6.506,7.378,0.132,0.975,0.979,Слабый
3.144,4.6299600000000005,8376.59,145.21938737390235,7065.243,60.329,60.329,591.198,1.391,7.556,12.526,0.248,0.975,0.979,Ниже среднего
4.161,6.17328,14720.599,162.04889921918286,7743.53,113.763,113.763,646.269,1.662,8.994,17.478,0.346,0.975,0.979,Ниже среднего
5.14,7.7166,21629.174,201.51358613357783,8474.397,175.258,175.258,714.172,2.085,11.189,25.546,0.506,0.975,0.979,Выше среднего
6.175,,29761.325,241.56637919272487,8804.64,245.999,245.999,782.586,2.509,13.343,34.799,0.689,0.975,0.979,Выше среднего
7.148,,38996.397,280.4454732364906,9122.137,332.287,332.287,833.618,2.978,15.693,44.659,0.884,0.975,0.979,Сильный
8.206,12.34656,50993.005,323.3159607466424,9305.024,437.951,437.951,931.141,3.591,18.631,61.071,1.209,0.975,0.979,Сильный
9.3,13.88988,72762.488,372.843692529261,9752.335,645.052,645.052,1083.445,4.524,22.864,90.168,1.785,0.975,0.979,Сильный
1.138,1.54332,1262.943,139.86192470198057,6628.216,6.722,6.722,494.376,1.134,6.145,18.91,0.131,0.975,0.98,Слабый
2.088,3.08664,2905.28,143.5406249795791,6781.612,27.041,27.041,503.862,1.203,6.509,6.62,0.131,0.975,0.98,Слабый
3.144,4.6299600000000005,8376.63,145.21949209365746,7067.778,60.324,60.324,590.389,1.391,7.549,12.493,0.247,0.975,0.98,Ниже среднего
4.161,6.17328,14720.722,162.04900393893797,7745.498,113.764,113.764,645.385,1.662,8.985,17.435,0.345,0.975,0.98,Ниже среднего
5.14,7.7166,21629.513,201.513690853333,8475.3,175.277,175.277,713.197,2.085,11.177,25.49,0.505,0.975,0.98,Выше среднего
6.175,,29761.634,241.5676358297863,8805.672,245.924,245.924,781.471,2.508,13.329,34.726,0.688,0.975,0.98,Выше среднего
